pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
3065 0024 1060 0.0677537 0.0597974 0.0829502 0.0732094
65100 0024 1060 0.020826 0.0303584 0.0254971 0.0371674
100300 0024 1060 0.028063 0.0327951 0.0343573 0.0401507
