pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 0.0640548 0.0070895 0.0784217 0.0086805 0.904768
6580 0024 1060 0.107998 0.0162875 0.132221 0.0199417 0.19986
80100 0024 1060 0.13219 0.0229975 0.161839 0.0281568 0.432876
100300 0024 1060 -0.000361205 0.0275716 -0.00044222 0.0337556 0.987686
