pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 0.0165333 0.0185166 0.0261975 0.0293404
65300 0024 1020 0.055846 0.0195939 0.0683884 0.023995
65300 0024 2030 0.0416298 0.0216813 0.0494533 0.0257563
65300 0024 3060 0.0488746 0.0180451 0.0625635 0.0231003
