afac
0, 0.4, 6.5, 50, 0, 200, -8.07916
0, 0.6, 6.5, 8.5, 0, 200, 0.00616623
0, 0.6, 8.5, 9.5, 0, 200, 0.00417841
0, 0.6, 9.5, 11, 0, 200, 0.0119302
0, 0.6, 11, 15, 0, 200, 0.00543651
0, 0.6, 6.5, 50, 0, 20, 0.00206375
0, 0.6, 6.5, 50, 20, 40, 0.00285915
0, 0.6, 6.5, 50, 40, 60, 0.0107499
0, 0.6, 6.5, 50, 60, 80, 0.00383542
0, 0.6, 6.5, 50, 80, 100, 0.00285996
0, 0.6, 6.5, 50, 0, 200, 0.00535416
0, 0.6, 6.5, 50, 100, 200, 0.00321262
0, 0.6, 15, 50, 0, 200, 0.000227837
0.4, 0.8, 6.5, 50, 0, 200, -8.51703
0.6, 1.2, 6.5, 8.5, 0, 200, -4.09626
0.6, 1.2, 8.5, 9.5, 0, 200, 0.00524164
0.6, 1.2, 9.5, 11, 0, 200, 0.00181766
0.6, 1.2, 11, 15, 0, 200, 0.00471911
0.6, 1.2, 6.5, 50, 0, 20, 0.00751026
0.6, 1.2, 6.5, 50, 20, 40, 0.00454693
0.6, 1.2, 6.5, 50, 40, 60, 0.00506086
0.6, 1.2, 6.5, 50, 60, 80, 0.0132444
0.6, 1.2, 6.5, 50, 80, 100, 0.00152221
0.6, 1.2, 6.5, 50, 0, 200, -13.3586
0.6, 1.2, 6.5, 50, 100, 200, 0.0138103
0.6, 1.2, 15, 50, 0, 200, 0.0076497
0.8, 1.2, 6.5, 50, 0, 200, -9.38229
0, 1.6, 6.5, 9, 0, 200, -0
0, 1.6, 9, 12, 0, 200, -0
0, 1.6, 12, 15, 0, 200, -0
0, 1.6, 15, 20, 0, 200, -0
0, 1.6, 6.5, 30, 0, 20, -0
0, 1.6, 6.5, 30, 20, 40, -0
0, 1.6, 6.5, 30, 40, 60, -0
0, 1.6, 6.5, 30, 60, 80, -0
0, 1.6, 6.5, 30, 80, 100, -0
0, 1.6, 6.5, 30, 0, 200, -0
0, 1.6, 6.5, 30, 100, 200, -0
0, 1.6, 20, 30, 0, 200, -0
1.2, 1.6, 6.5, 50, 0, 200, -0
1.2, 1.8, 6.5, 7.5, 0, 200, 0
1.2, 1.8, 7.5, 8.5, 0, 200, 0
1.2, 1.8, 8.5, 9.5, 0, 200, 0
1.2, 1.8, 9.5, 11, 0, 200, 0.0126612
1.2, 1.8, 11, 15, 0, 200, 0.0111125
1.2, 1.8, 6.5, 50, 0, 20, 0
1.2, 1.8, 6.5, 50, 20, 40, 0
1.2, 1.8, 6.5, 50, 40, 60, 0.00171997
1.2, 1.8, 6.5, 50, 60, 80, 0.00110367
1.2, 1.8, 6.5, 50, 80, 100, 0.00849697
1.2, 1.8, 6.5, 50, 0, 200, -0
1.2, 1.8, 6.5, 50, 100, 200, 0.00577985
1.2, 1.8, 15, 50, 0, 200, 0.00287875
1.6, 2, 6.5, 50, 0, 200, -0
0, 2.4, 6.5, 7.5, 0, 20, 0
0, 2.4, 6.5, 7.5, 20, 60, -0
0, 2.4, 6.5, 7.5, 0, 200, 0
0, 2.4, 6.5, 7.5, 60, 200, 0.00617426
0, 2.4, 7.5, 8.5, 0, 20, 0
0, 2.4, 7.5, 8.5, 20, 60, 0
0, 2.4, 7.5, 8.5, 0, 200, 0
0, 2.4, 7.5, 8.5, 60, 200, 0.0118406
0, 2.4, 8.5, 9.5, 0, 20, 0.00672668
0, 2.4, 8.5, 9.5, 20, 60, 0.00792565
0, 2.4, 8.5, 9.5, 0, 200, 0
0, 2.4, 8.5, 9.5, 60, 200, 0.00128149
0, 2.4, 9.5, 11, 0, 20, 0.000117469
0, 2.4, 9.5, 11, 20, 60, 0.00523604
0, 2.4, 9.5, 11, 0, 200, 0.0029685
0, 2.4, 9.5, 11, 60, 200, 0.00727276
0, 2.4, 11, 13, 0, 20, 0.0151755
0, 2.4, 11, 13, 20, 60, 0.00468548
0, 2.4, 11, 13, 0, 200, 0.0100418
0, 2.4, 11, 13, 60, 200, 0.010328
0, 2.4, 13, 15, 0, 20, 0.0149692
0, 2.4, 13, 15, 20, 60, 0.00818661
0, 2.4, 13, 15, 0, 200, 0.00324961
0, 2.4, 13, 15, 60, 200, 0.00276216
0, 2.4, 15, 20, 0, 20, 0.0112947
0, 2.4, 15, 20, 20, 60, 0.00422582
0, 2.4, 15, 20, 0, 200, 0.00115659
0, 2.4, 15, 20, 60, 200, 0.00140434
0, 2.4, 20, 30, 0, 200, 0.00444418
0, 2.4, 6.5, 50, 0, 10, 0.00392965
0, 2.4, 6.5, 50, 10, 20, 0
0, 2.4, 6.5, 50, 20, 30, 0
0, 2.4, 6.5, 50, 30, 40, 0
0, 2.4, 6.5, 50, 40, 50, 0
0, 2.4, 6.5, 50, 50, 60, 0.0118322
0, 2.4, 6.5, 50, 60, 70, 0.00846278
0, 2.4, 6.5, 50, 70, 80, 0.0017523
0, 2.4, 6.5, 50, 80, 90, 0.00768748
0, 2.4, 6.5, 50, 90, 100, 0.00380979
0, 2.4, 6.5, 50, 100, 120, 0.00437445
0, 2.4, 6.5, 50, 120, 140, 0.0226152
0, 2.4, 6.5, 50, 0, 200, -0
0, 2.4, 6.5, 50, 140, 200, 0.0697011
0, 2.4, 20, 50, 0, 20, 0.00779724
0, 2.4, 20, 50, 20, 60, 0.00839426
0, 2.4, 20, 50, 0, 200, -0
0, 2.4, 20, 50, 60, 200, 0.00741456
0, 2.4, 30, 50, 0, 200, 0.0309118
1.6, 2.4, 3, 6.5, 0, 200, -0
