pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 -73839.7 2.4 -90401.1 143.91 0.164802
65100 0024 1060 -79476 3.39411 -97301.6 154.919 0.226418
100300 0024 1060 -84184.4 4.8 -103066 164.143 0.416337
