pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0012 1060 -93210.4 0.6 -114117 181.627 0.181227
65300 1216 1060 -113133 0.848528 -138507 220.447 7.66732e-11
65300 1624 1060 -130787 1.2 -160122 254.85 7.20233e-09
