pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0012 1060 0.0247608 0.0298788 0.0303144 0.0365803 0.345199
65300 1224 1060 0.00632697 0.0346987 0.00774605 0.0424812 0.375546
