pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
3065 0024 1060 0.0348198 0.019303 0.0426295 0.0236326
6580 0024 1060 0.0616707 0.0197975 0.0755029 0.0242382
80100 0024 1060 0.072858 0.0199832 0.0891993 0.0244656
100300 0024 1060 0.0266989 0.0187829 0.0326872 0.0229957
