pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 0.0423198 0.0188093 0.0670571 0.029805
65300 0024 1020 0.042057 0.0198791 0.0515026 0.024344
65300 0024 2030 0.0770527 0.0214521 0.0915333 0.0254851
65300 0024 3060 0.0525896 0.0178277 0.067319 0.0228222
