pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 -76193.7 2.4 -93283.2 148.496 0.0833449
65100 0024 1060 -81908 3.39411 -100279 159.656 0.224104
100300 0024 1060 -86864 4.8 -106347 169.361 0.357748
