pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0012 1060 -78489.1 1.69706 -96093.4 152.954 0.00102665
65300 1224 1060 -83826.7 2.4 -102628 163.367 0.336008
