pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 -103259 0.6 -126419 201.207 5.89993e-05
6580 0024 1060 -112202 0.848528 -137367 218.633 0.0112075
80100 0024 1060 -122989 1.2 -150575 239.655 0.00114597
100300 0024 1060 -128728 1.69706 -157601 250.842 0.23339
