pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0012 1060 -98309.9 0.6 -120360 191.563 0.000654076
65300 1216 1060 -118208 0.848528 -144721 230.337 5.32387e-11
65300 1624 1060 -135549 1.2 -165952 264.129 1.52492e-08
