pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0012 1060 -66309.7 1.69706 -81182.3 129.224 0.244832
65300 1224 1060 -71203.3 2.4 -87173.4 138.774 0.369377
