pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0024 010 -100340 0.6 -158992 579.435 3.63342e-05
65300 0024 1020 -115106 0.848528 -140957 310.708 2.0934e-06
65300 0024 2030 -130639 1.2 -155190 460.89 5.07877e-07
65300 0024 3060 -147168 1.69706 -188387 699.34 6.44373e-08
