pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0012 1060 0.634214 0.0143577 0.776462 0.0176214 0.0136641
65300 1216 1060 0.632842 0.0214121 0.774782 0.0262435 0.169696
65300 1624 1060 0.632941 0.0200307 0.774903 0.0245544 0.143654
