pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0024 010 0.0894827 0.0324553 0.141788 0.0514292 0.655666
65300 0024 1030 0.0400165 0.0277513 0.0483876 0.0335568 0.109736
65300 0024 3060 -0.00335221 0.036481 -0.00429111 0.0466987 0.888366
