pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 0.0435282 0.0193633 0.0532912 0.0237065 0.00076883
6580 0024 1060 0.0568967 0.0199807 0.0696581 0.0244624 0.597427
80100 0024 1060 0.0731053 0.020034 0.0895021 0.0245279 0.825559
100300 0024 1060 0.0281583 0.0187913 0.034474 0.0230061 0.674636
