pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
3065 0024 1060 0.0621139 0.00707983 0.0760454 0.00866861
6580 0024 1060 0.10027 0.0163959 0.12276 0.0200743
80100 0024 1060 0.111115 0.022696 0.136037 0.0277874
100300 0024 1060 0.00849655 0.0276181 0.0104022 0.0338126
