pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 0.0956758 0.0320722 0.151602 0.0508225
65300 0024 1030 0.0492182 0.0274912 0.0595141 0.0332424
65300 0024 3060 -0.0115715 0.0363651 -0.0148125 0.0465503
