pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0024 010 -84273.3 2.4 -133534 486.67 0.0121363
65300 0024 1030 -92384.5 3.39411 -111710 270.189 0.0272829
65300 0024 3060 -95683.8 4.8 -122483 454.728 0.864002
