pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 -112144 0.6 -137297 218.519 1.72797e-17
6580 0024 1060 -130327 0.848528 -159558 253.951 1.84492e-09
80100 0024 1060 -144702 1.2 -177158 281.964 4.14125e-06
100300 0024 1060 -148115 1.69706 -181336 288.617 0.912604
