pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 -103961 0.6 -127278 202.574 1.84705e-05
6580 0024 1060 -113018 0.848528 -138367 220.225 0.00978373
80100 0024 1060 -123601 1.2 -151324 240.848 0.00150422
100300 0024 1060 -129200 1.69706 -158178 251.761 0.256018
