pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 0.141853 0.0305698 0.224771 0.0484459
65300 0024 1030 0.070193 0.0271068 0.0848767 0.032778
65300 0024 3060 -0.00495805 0.0367056 -0.00634671 0.0469862
