pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 -0.0119323 0.0186768 -0.0189071 0.0295942
65300 0024 1020 0.0431917 0.0200519 0.0528921 0.0245557
65300 0024 2030 0.0566469 0.0218178 0.0672925 0.0259188
65300 0024 3060 0.0503663 0.0179713 0.064473 0.023006
