pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0012 1060 0.0814566 0.0275789 0.0997265 0.0337649
65300 1224 1060 -0.0118673 0.0362858 -0.014529 0.0444244
