pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 -75384.8 2.4 -92292.9 146.921 0.0537142
65100 0024 1060 -80154.5 3.39411 -98132.3 156.24 0.483418
100300 0024 1060 -85249.4 4.8 -104370 166.217 0.325538
