pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0024 010 -81416.9 2.4 -129008 470.176 0.016357
65300 0024 1030 -87906.6 3.39411 -106296 257.096 0.12367
65300 0024 3060 -90879.9 4.8 -116334 431.902 0.96177
