pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 -112462 0.6 -137686 219.139 6.73865e-18
6580 0024 1060 -131383 0.848528 -160851 256.009 3.44971e-10
80100 0024 1060 -145840 1.2 -178551 284.181 3.53209e-06
100300 0024 1060 -149303 1.69706 -182790 290.932 0.896024
